"care_site_id","care_site_name","place_of_service_concept_id","location_id","care_site_source_value","place_of_service_source_value"
11356,NA,8940,NA,"470584091",NA
11357,NA,8940,NA,"568458055",NA
11358,NA,8940,NA,"074672465",NA
11359,NA,8940,NA,"068877836",NA
11360,NA,8940,NA,"908204115",NA
11361,NA,8940,NA,"322851774",NA
11362,NA,8940,NA,"761084796",NA
11363,NA,8940,NA,"853873456",NA
11364,NA,8940,NA,"667354645",NA
11365,NA,8940,NA,"158613508",NA
11366,NA,8940,NA,"668138190",NA
11367,NA,8940,NA,"220321641",NA
11368,NA,8940,NA,"954025707",NA
11369,NA,8940,NA,"880746357",NA
11370,NA,8940,NA,"076955103",NA
11371,NA,8717,NA,"2900UB","Inpatient Facility"
11372,NA,8717,NA,"2900TA","Inpatient Facility"
11373,NA,8756,NA,"3225BU","Outpatient Facility"
11374,NA,8940,NA,"360390099",NA
11375,NA,8940,NA,"752212948",NA
11376,NA,8940,NA,"170236125",NA
11377,NA,8940,NA,"276330945",NA
11378,NA,8940,NA,"493709753",NA
11379,NA,8940,NA,"856377447",NA
11380,NA,8940,NA,"468188888",NA
11381,NA,8940,NA,"850007397",NA
11382,NA,8940,NA,"226218761",NA
11383,NA,8940,NA,"464314212",NA
11384,NA,8940,NA,"023388220",NA
11385,NA,8940,NA,"933036954",NA
11386,NA,8940,NA,"506536528",NA
11387,NA,8940,NA,"480299160",NA
11388,NA,8940,NA,"571617080",NA
11389,NA,8940,NA,"310173954",NA
11390,NA,8940,NA,"735555896",NA
11391,NA,8940,NA,"548691338",NA
11392,NA,8940,NA,"495643193",NA
11393,NA,8940,NA,"736259773",NA
11394,NA,8940,NA,"568849801",NA
11395,NA,8940,NA,"243533549",NA
11396,NA,8940,NA,"719180911",NA
11397,NA,8940,NA,"737670290",NA
11398,NA,8940,NA,"284328649",NA
11399,NA,8940,NA,"390912803",NA
11400,NA,8940,NA,"535551502",NA
11401,NA,8940,NA,"442740732",NA
11402,NA,8940,NA,"374119335",NA
11403,NA,8940,NA,"845799534",NA
11404,NA,8940,NA,"124896577",NA
11405,NA,8940,NA,"202053877",NA
11406,NA,8940,NA,"002918615",NA
11407,NA,8940,NA,"635403730",NA
11408,NA,8940,NA,"482376109",NA
11409,NA,8940,NA,"774032805",NA
11410,NA,8940,NA,"835146495",NA
11411,NA,8940,NA,"065636187",NA
11412,NA,8940,NA,"222930631",NA
11413,NA,8940,NA,"633858488",NA
11414,NA,8940,NA,"503635342",NA
11415,NA,8940,NA,"539095979",NA
11416,NA,8940,NA,"020326616",NA
11417,NA,8940,NA,"196842834",NA
11418,NA,8940,NA,"623788489",NA
11419,NA,8940,NA,"308587534",NA
11420,NA,8940,NA,"540959262",NA
11421,NA,8940,NA,"848279051",NA
11422,NA,8940,NA,"977391737",NA
11423,NA,8940,NA,"698369012",NA
11424,NA,8940,NA,"660046737",NA
11425,NA,8940,NA,"031810636",NA
11426,NA,8940,NA,"934865097",NA
11427,NA,8940,NA,"189497919",NA
11428,NA,8940,NA,"803730450",NA
11429,NA,8940,NA,"367986858",NA
11430,NA,8940,NA,"245107216",NA
11431,NA,8940,NA,"148764446",NA
11432,NA,8940,NA,"685750971",NA
11433,NA,8940,NA,"058700487",NA
11434,NA,8940,NA,"475711826",NA
11435,NA,8940,NA,"099605618",NA
11436,NA,8717,NA,"1513MC","Inpatient Facility"
11437,NA,8756,NA,"1800TK","Outpatient Facility"
11438,NA,8940,NA,"924907311",NA
11439,NA,8940,NA,"105273717",NA
11440,NA,8940,NA,"278939464",NA
11441,NA,8940,NA,"279636854",NA
11442,NA,8940,NA,"495569968",NA
11443,NA,8940,NA,"802170991",NA
11444,NA,8940,NA,"474923460",NA
11445,NA,8940,NA,"730749019",NA
11446,NA,8940,NA,"869442169",NA
11447,NA,8940,NA,"838908787",NA
11448,NA,8940,NA,"842418979",NA
11449,NA,8940,NA,"639611591",NA
11450,NA,8940,NA,"451121075",NA
11451,NA,8940,NA,"896523468",NA
11452,NA,8940,NA,"222425507",NA
11453,NA,8940,NA,"691094529",NA
11454,NA,8940,NA,"221117564",NA
11455,NA,8940,NA,"441894424",NA
11456,NA,8940,NA,"923801877",NA
11457,NA,8940,NA,"019229678",NA
11458,NA,8756,NA,"4935BG","Outpatient Facility"
11459,NA,8756,NA,"4900MP","Outpatient Facility"
11460,NA,8940,NA,"675096988",NA
11461,NA,8940,NA,"447973539",NA
11462,NA,8940,NA,"100028339",NA
11463,NA,8940,NA,"041454230",NA
11464,NA,8940,NA,"679882946",NA
11465,NA,8940,NA,"889096535",NA
11466,NA,8940,NA,"596361290",NA
11467,NA,8940,NA,"258293959",NA
11468,NA,8940,NA,"467280010",NA
11469,NA,8940,NA,"285969645",NA
11470,NA,8940,NA,"988809346",NA
11471,NA,8756,NA,"4527CM","Outpatient Facility"
11472,NA,8940,NA,"939994919",NA
11473,NA,8940,NA,"259533024",NA
11474,NA,8940,NA,"206368308",NA
11475,NA,8940,NA,"917914636",NA
11476,NA,8940,NA,"229113250",NA
11477,NA,8940,NA,"666069762",NA
11478,NA,8940,NA,"978260063",NA
11479,NA,8717,NA,"1002ZT","Inpatient Facility"
11480,NA,8940,NA,"285827385",NA
11481,NA,8940,NA,"595207920",NA
11482,NA,8940,NA,"837029895",NA
11483,NA,8940,NA,"388314236",NA
11484,NA,8940,NA,"005464953",NA
11485,NA,8940,NA,"400813528",NA
11486,NA,8940,NA,"640522182",NA
11487,NA,8940,NA,"792955885",NA
11488,NA,8940,NA,"199088927",NA
11489,NA,8940,NA,"284518021",NA
11490,NA,8940,NA,"928530594",NA
11491,NA,8940,NA,"569350284",NA
11492,NA,8940,NA,"616529951",NA
11493,NA,8717,NA,"4502UC","Inpatient Facility"
11494,NA,8940,NA,"829236803",NA
11495,NA,8940,NA,"955000400",NA
11496,NA,8940,NA,"145536004",NA
11497,NA,8940,NA,"212981321",NA
11498,NA,8940,NA,"198325553",NA
11499,NA,8940,NA,"483900559",NA
11500,NA,8940,NA,"150038926",NA
11501,NA,8940,NA,"777160747",NA
11502,NA,8940,NA,"652965007",NA
11503,NA,8940,NA,"397959369",NA
11504,NA,8940,NA,"021306930",NA
11505,NA,8940,NA,"032878523",NA
11506,NA,8940,NA,"824755781",NA
11507,NA,8940,NA,"020598946",NA
11508,NA,8940,NA,"189779936",NA
11509,NA,8940,NA,"593505300",NA
11510,NA,8940,NA,"866331251",NA
11511,NA,8756,NA,"3301NG","Outpatient Facility"
11512,NA,8756,NA,"3325AP","Outpatient Facility"
11513,NA,8940,NA,"904365253",NA
11514,NA,8940,NA,"598640364",NA
11515,NA,8940,NA,"077056126",NA
11516,NA,8940,NA,"115672819",NA
11517,NA,8940,NA,"886317858",NA
11518,NA,8940,NA,"468848241",NA
11519,NA,8940,NA,"238151552",NA
11520,NA,8940,NA,"311130193",NA
11521,NA,8940,NA,"347996351",NA
11522,NA,8940,NA,"517670244",NA
11523,NA,8940,NA,"865546333",NA
11524,NA,8940,NA,"180905603",NA
11525,NA,8940,NA,"571032957",NA
11526,NA,8940,NA,"444540828",NA
11527,NA,8940,NA,"338288147",NA
11528,NA,8940,NA,"703215032",NA
11529,NA,8940,NA,"018745524",NA
11530,NA,8940,NA,"137065343",NA
11531,NA,8940,NA,"805904380",NA
11532,NA,8940,NA,"891084101",NA
11533,NA,8940,NA,"548944912",NA
11534,NA,8940,NA,"094208511",NA
11535,NA,8940,NA,"234090438",NA
11536,NA,8940,NA,"149502832",NA
11537,NA,8940,NA,"460327272",NA
11538,NA,8940,NA,"922040680",NA
11539,NA,8940,NA,"846480801",NA
11540,NA,8940,NA,"573277753",NA
11541,NA,8756,NA,"2313XK","Outpatient Facility"
11542,NA,8940,NA,"129244401",NA
11543,NA,8940,NA,"393301639",NA
11544,NA,8940,NA,"305577421",NA
11545,NA,8940,NA,"672401957",NA
11546,NA,8940,NA,"752849111",NA
11547,NA,8940,NA,"007900221",NA
11548,NA,8940,NA,"499740811",NA
11549,NA,8940,NA,"333712130",NA
11550,NA,8940,NA,"721962827",NA
11551,NA,8940,NA,"785221102",NA
11552,NA,8940,NA,"623881292",NA
11553,NA,8940,NA,"833481469",NA
11554,NA,8940,NA,"934593422",NA
11555,NA,8940,NA,"238455506",NA
11556,NA,8940,NA,"961712612",NA
11557,NA,8940,NA,"153346225",NA
11558,NA,8940,NA,"422072434",NA
11559,NA,8940,NA,"937559833",NA
11560,NA,8940,NA,"874489641",NA
11561,NA,8940,NA,"403231267",NA
11562,NA,8940,NA,"609397694",NA
11563,NA,8940,NA,"746724453",NA
11564,NA,8940,NA,"751374157",NA
11565,NA,8940,NA,"891202149",NA
11566,NA,8940,NA,"808966840",NA
11567,NA,8940,NA,"538157735",NA
11568,NA,8940,NA,"134019146",NA
11569,NA,8940,NA,"240119436",NA
11570,NA,8940,NA,"312664270",NA
11571,NA,8940,NA,"359730241",NA
11572,NA,8940,NA,"525419198",NA
11573,NA,8940,NA,"605714012",NA
11574,NA,8940,NA,"981313106",NA
11575,NA,8756,NA,"3601AA","Outpatient Facility"
11576,NA,8940,NA,"974812984",NA
11577,NA,8940,NA,"379409260",NA
11578,NA,8940,NA,"915239525",NA
11579,NA,8940,NA,"459824028",NA
11580,NA,8940,NA,"347730374",NA
11581,NA,8940,NA,"547977906",NA
11582,NA,8940,NA,"370026791",NA
11583,NA,8940,NA,"943781907",NA
11584,NA,8940,NA,"818372839",NA
11585,NA,8940,NA,"202482801",NA
11586,NA,8940,NA,"582746453",NA
11587,NA,8940,NA,"729684258",NA
11588,NA,8940,NA,"016781398",NA
11589,NA,8940,NA,"772588671",NA
11590,NA,8940,NA,"712766735",NA
11591,NA,8940,NA,"237758421",NA
11592,NA,8940,NA,"368180771",NA
11593,NA,8940,NA,"810915648",NA
11594,NA,8940,NA,"389447764",NA
11595,NA,8940,NA,"551287483",NA
11596,NA,8940,NA,"408632952",NA
11597,NA,8940,NA,"450786032",NA
11598,NA,8940,NA,"894955469",NA
11599,NA,8940,NA,"633006332",NA
11600,NA,8940,NA,"884724479",NA
11601,NA,8940,NA,"457914687",NA
11602,NA,8940,NA,"009689833",NA
11603,NA,8940,NA,"450322524",NA
11604,NA,8940,NA,"112806417",NA
11605,NA,8940,NA,"432818925",NA
11606,NA,8940,NA,"085048908",NA
11607,NA,8940,NA,"724909306",NA
11608,NA,8940,NA,"212375220",NA
11609,NA,8940,NA,"077052598",NA
11610,NA,8940,NA,"321019059",NA
11611,NA,8940,NA,"757554937",NA
11612,NA,8940,NA,"421845155",NA
11613,NA,8940,NA,"804243212",NA
11614,NA,8940,NA,"274606114",NA
11615,NA,8940,NA,"279794284",NA
11616,NA,8940,NA,"412243086",NA
11617,NA,8940,NA,"239923195",NA
11618,NA,8940,NA,"076839627",NA
11619,NA,8940,NA,"565866186",NA
11620,NA,8940,NA,"638384477",NA
11621,NA,8940,NA,"818782779",NA
11622,NA,8940,NA,"125594700",NA
11623,NA,8940,NA,"159129386",NA
11624,NA,8940,NA,"194771839",NA
11625,NA,8940,NA,"217337599",NA
11626,NA,8940,NA,"360546198",NA
11627,NA,8940,NA,"400233993",NA
11628,NA,8756,NA,"5200BC","Outpatient Facility"
11629,NA,8940,NA,"761633053",NA
11630,NA,8940,NA,"298481084",NA
11631,NA,8940,NA,"829531623",NA
11632,NA,8940,NA,"510810475",NA
11633,NA,8940,NA,"191060030",NA
11634,NA,8940,NA,"998570640",NA
11635,NA,8940,NA,"236864023",NA
11636,NA,8940,NA,"439046609",NA
11637,NA,8940,NA,"567626164",NA
11638,NA,8940,NA,"508037382",NA
11639,NA,8940,NA,"927406440",NA
11640,NA,8940,NA,"694056911",NA
11641,NA,8940,NA,"445865802",NA
11642,NA,8940,NA,"959232730",NA
11643,NA,8940,NA,"943111877",NA
11644,NA,8940,NA,"315000627",NA
11645,NA,8940,NA,"683118476",NA
11646,NA,8940,NA,"448838613",NA
11647,NA,8756,NA,"3601QJ","Outpatient Facility"
11648,NA,8756,NA,"5200CD","Outpatient Facility"
11649,NA,8940,NA,"795201584",NA
11650,NA,8940,NA,"015248508",NA
11651,NA,8940,NA,"254000552",NA
11652,NA,8940,NA,"773793952",NA
11653,NA,8940,NA,"818669749",NA
11654,NA,8940,NA,"264960648",NA
11655,NA,8940,NA,"075332075",NA
11656,NA,8940,NA,"870654107",NA
11657,NA,8940,NA,"977129011",NA
11658,NA,8717,NA,"0502BM","Inpatient Facility"
11659,NA,8940,NA,"805637682",NA
11660,NA,8940,NA,"246810295",NA
11661,NA,8940,NA,"572426104",NA
11662,NA,8940,NA,"611306279",NA
11663,NA,8940,NA,"962299404",NA
11664,NA,8940,NA,"805015126",NA
11665,NA,8940,NA,"195525762",NA
11666,NA,8940,NA,"191633983",NA
11667,NA,8940,NA,"758414629",NA
11668,NA,8940,NA,"034288420",NA
11669,NA,8940,NA,"851735498",NA
11670,NA,8940,NA,"608371611",NA
11671,NA,8940,NA,"074300595",NA
11672,NA,8940,NA,"771956170",NA
11673,NA,8940,NA,"682634266",NA
11674,NA,8940,NA,"879807441",NA
11675,NA,8940,NA,"058254363",NA
11676,NA,8940,NA,"536723782",NA
11677,NA,8940,NA,"507094840",NA
11678,NA,8940,NA,"786293950",NA
11679,NA,8940,NA,"809813780",NA
11680,NA,8940,NA,"329282535",NA
11681,NA,8940,NA,"125622092",NA
11682,NA,8940,NA,"504014026",NA
11683,NA,8940,NA,"357388502",NA
11684,NA,8940,NA,"988201877",NA
11685,NA,8717,NA,"2900JU","Inpatient Facility"
11686,NA,8756,NA,"2900PS","Outpatient Facility"
11687,NA,8756,NA,"2913UM","Outpatient Facility"
11688,NA,8940,NA,"996979379",NA
11689,NA,8940,NA,"823142565",NA
11690,NA,8940,NA,"137281756",NA
11691,NA,8940,NA,"580375524",NA
11692,NA,8940,NA,"579366642",NA
11693,NA,8940,NA,"825137641",NA
11694,NA,8940,NA,"997914978",NA
11695,NA,8940,NA,"419577763",NA
11696,NA,8940,NA,"665265333",NA
11697,NA,8940,NA,"299520168",NA
11698,NA,8940,NA,"065717432",NA
11699,NA,8940,NA,"553850732",NA
11700,NA,8940,NA,"126239104",NA
11701,NA,8940,NA,"506697578",NA
11702,NA,8940,NA,"908435764",NA
11703,NA,8940,NA,"504207576",NA
11704,NA,8940,NA,"977784097",NA
11705,NA,8940,NA,"050657871",NA
11706,NA,8940,NA,"618002164",NA
11707,NA,8940,NA,"461148293",NA
11708,NA,8940,NA,"000716458",NA
11709,NA,8940,NA,"952419722",NA
11710,NA,8940,NA,"096585119",NA
11711,NA,8756,NA,"3800RP","Outpatient Facility"
11712,NA,8940,NA,"238715467",NA
11713,NA,8940,NA,"118841894",NA
11714,NA,8940,NA,"283442299",NA
11715,NA,8940,NA,"001783671",NA
11716,NA,8940,NA,"074763223",NA
11717,NA,8940,NA,"613657300",NA
11718,NA,8940,NA,"211004244",NA
11719,NA,8940,NA,"737949454",NA
11720,NA,8940,NA,"578134813",NA
11721,NA,8940,NA,"611276923",NA
11722,NA,8940,NA,"236353550",NA
11723,NA,8940,NA,"622632621",NA
11724,NA,8940,NA,"196638575",NA
11725,NA,8940,NA,"297337723",NA
11726,NA,8940,NA,"611978987",NA
11727,NA,8717,NA,"1101AT","Inpatient Facility"
11728,NA,8756,NA,"1101VM","Outpatient Facility"
11729,NA,8756,NA,"1100DK","Outpatient Facility"
11730,NA,8756,NA,"1101KH","Outpatient Facility"
11731,NA,8940,NA,"058097947",NA
11732,NA,8940,NA,"774264934",NA
11733,NA,8940,NA,"710676937",NA
11734,NA,8940,NA,"340077112",NA
11735,NA,8940,NA,"800675329",NA
11736,NA,8940,NA,"674954457",NA
11737,NA,8940,NA,"629898154",NA
11738,NA,8940,NA,"129089415",NA
11739,NA,8940,NA,"162586274",NA
11740,NA,8940,NA,"481617619",NA
11741,NA,8940,NA,"240074118",NA
11742,NA,8940,NA,"936738664",NA
11743,NA,8940,NA,"177954388",NA
11744,NA,8940,NA,"479880408",NA
11745,NA,8940,NA,"159401035",NA
11746,NA,8940,NA,"253486633",NA
11747,NA,8940,NA,"247507801",NA
11748,NA,8940,NA,"092733876",NA
11749,NA,8940,NA,"846538128",NA
11750,NA,8940,NA,"857196644",NA
11751,NA,8756,NA,"1001RN","Outpatient Facility"
11752,NA,8756,NA,"1000XR","Outpatient Facility"
11753,NA,8756,NA,"1002CB","Outpatient Facility"
11754,NA,8756,NA,"1002UU","Outpatient Facility"
11755,NA,8940,NA,"193804405",NA
11756,NA,8940,NA,"506988691",NA
11757,NA,8940,NA,"934413115",NA
11758,NA,8940,NA,"089969392",NA
11759,NA,8940,NA,"579385072",NA
11760,NA,8940,NA,"886251618",NA
11761,NA,8940,NA,"192598651",NA
11762,NA,8940,NA,"629681134",NA
11763,NA,8940,NA,"593793535",NA
11764,NA,8940,NA,"658108916",NA
11765,NA,8940,NA,"462307153",NA
11766,NA,8940,NA,"366820727",NA
11767,NA,8940,NA,"382581236",NA
11768,NA,8940,NA,"120065099",NA
11769,NA,8940,NA,"758872779",NA
11770,NA,8940,NA,"187867110",NA
11771,NA,8940,NA,"738497875",NA
11772,NA,8940,NA,"185855772",NA
11773,NA,8940,NA,"059384777",NA
11774,NA,8940,NA,"361763431",NA
11775,NA,8717,NA,"4503QV","Inpatient Facility"
11776,NA,8940,NA,"221940077",NA
11777,NA,8940,NA,"938566587",NA
11778,NA,8940,NA,"403876990",NA
11779,NA,8940,NA,"098312790",NA
11780,NA,8940,NA,"868914967",NA
11781,NA,8940,NA,"043485565",NA
11782,NA,8940,NA,"836236358",NA
11783,NA,8940,NA,"079533793",NA
11784,NA,8940,NA,"935515656",NA
11785,NA,8940,NA,"865487864",NA
11786,NA,8940,NA,"420154026",NA
11787,NA,8940,NA,"450509316",NA
11788,NA,8940,NA,"685401947",NA
11789,NA,8940,NA,"881505388",NA
11790,NA,8940,NA,"411364842",NA
11791,NA,8940,NA,"693767771",NA
11792,NA,8940,NA,"538767423",NA
11793,NA,8940,NA,"576761384",NA
11794,NA,8940,NA,"583826281",NA
11795,NA,8940,NA,"455780669",NA
11796,NA,8940,NA,"587249256",NA
11797,NA,8940,NA,"726080401",NA
11798,NA,8940,NA,"800597557",NA
11799,NA,8940,NA,"539800472",NA
11800,NA,8940,NA,"217460958",NA
11801,NA,8940,NA,"567308649",NA
11802,NA,8940,NA,"034140221",NA
11803,NA,8756,NA,"4507PK","Outpatient Facility"
11804,NA,8940,NA,"017625140",NA
11805,NA,8940,NA,"075096542",NA
11806,NA,8940,NA,"675655786",NA
11807,NA,8756,NA,"3713DT","Outpatient Facility"
11808,NA,8756,NA,"3702KD","Outpatient Facility"
11809,NA,8756,NA,"37016P","Outpatient Facility"
11810,NA,8756,NA,"3701UG","Outpatient Facility"
11811,NA,8756,NA,"3700JD","Outpatient Facility"
11812,NA,8940,NA,"314648135",NA
11813,NA,8940,NA,"495011160",NA
11814,NA,8940,NA,"902559403",NA
11815,NA,8940,NA,"138719196",NA
11816,NA,8940,NA,"212962715",NA
11817,NA,8940,NA,"753406921",NA
11818,NA,8940,NA,"159474930",NA
11819,NA,8940,NA,"644768641",NA
11820,NA,8940,NA,"788048672",NA
11821,NA,8940,NA,"316657147",NA
11822,NA,8940,NA,"271353878",NA
11823,NA,8940,NA,"522388833",NA
11824,NA,8940,NA,"585068928",NA
11825,NA,8940,NA,"551765470",NA
11826,NA,8940,NA,"845172750",NA
11827,NA,8940,NA,"264491178",NA
11828,NA,8940,NA,"479103442",NA
11829,NA,8940,NA,"279062635",NA
11830,NA,8940,NA,"714524003",NA
11831,NA,8940,NA,"430064670",NA
11832,NA,8940,NA,"592545510",NA
11833,NA,8940,NA,"819778190",NA
11834,NA,8940,NA,"353312233",NA
11835,NA,8940,NA,"226297870",NA
11836,NA,8940,NA,"455609443",NA
11837,NA,8940,NA,"827666638",NA
11838,NA,8940,NA,"698774659",NA
11839,NA,8940,NA,"638078690",NA
11840,NA,8940,NA,"608248317",NA
11841,NA,8940,NA,"367004393",NA
11842,NA,8940,NA,"489772776",NA
11843,NA,8940,NA,"494382011",NA
11844,NA,8940,NA,"831764271",NA
11845,NA,8940,NA,"932075703",NA
11846,NA,8940,NA,"489575764",NA
11847,NA,8940,NA,"395861337",NA
11848,NA,8940,NA,"836875381",NA
11849,NA,8940,NA,"904969982",NA
11850,NA,8940,NA,"386197030",NA
11851,NA,8940,NA,"929139563",NA
11852,NA,8940,NA,"204347493",NA
11853,NA,8940,NA,"815519649",NA
11854,NA,8940,NA,"324743925",NA
11855,NA,8940,NA,"731450956",NA
11856,NA,8940,NA,"584985767",NA
11857,NA,8940,NA,"245721010",NA
11858,NA,8940,NA,"326568583",NA
11859,NA,8940,NA,"933070195",NA
11860,NA,8940,NA,"787062144",NA
11861,NA,8940,NA,"322941605",NA
11862,NA,8940,NA,"998498654",NA
11863,NA,8940,NA,"900200824",NA
11864,NA,8940,NA,"560969453",NA
11865,NA,8940,NA,"907591294",NA
11866,NA,8940,NA,"619944966",NA
11867,NA,8940,NA,"984080201",NA
11868,NA,8940,NA,"995834883",NA
11869,NA,8940,NA,"076046077",NA
11870,NA,8940,NA,"023255049",NA
11871,NA,8940,NA,"373639606",NA
11872,NA,8940,NA,"480577968",NA
11873,NA,8940,NA,"353435864",NA
11874,NA,8940,NA,"326712536",NA
11875,NA,8940,NA,"507036874",NA
11876,NA,8940,NA,"230104283",NA
11877,NA,8940,NA,"956871455",NA
11878,NA,8756,NA,"0501DA","Outpatient Facility"
11879,NA,8756,NA,"0502PB","Outpatient Facility"
11880,NA,8756,NA,"05136V","Outpatient Facility"
11881,NA,8940,NA,"021521033",NA
11882,NA,8940,NA,"857241602",NA
11883,NA,8940,NA,"909086026",NA
11884,NA,8940,NA,"555365972",NA
11885,NA,8940,NA,"785301657",NA
11886,NA,8940,NA,"383220247",NA
11887,NA,8940,NA,"345842270",NA
11888,NA,8940,NA,"149363161",NA
11889,NA,8940,NA,"194946259",NA
11890,NA,8940,NA,"048843166",NA
11891,NA,8940,NA,"633883186",NA
11892,NA,8940,NA,"408505885",NA
11893,NA,8940,NA,"347888551",NA
11894,NA,8940,NA,"271504022",NA
11895,NA,8940,NA,"979217585",NA
11896,NA,8940,NA,"624874635",NA
11897,NA,8940,NA,"987289464",NA
11898,NA,8940,NA,"085728757",NA
11899,NA,8940,NA,"237205558",NA
11900,NA,8940,NA,"525043113",NA
11901,NA,8940,NA,"679433399",NA
11902,NA,8940,NA,"581369193",NA
11903,NA,8940,NA,"240627052",NA
11904,NA,8940,NA,"068100928",NA
11905,NA,8940,NA,"350344823",NA
11906,NA,8940,NA,"258159980",NA
11907,NA,8940,NA,"738379160",NA
11908,NA,8940,NA,"175661008",NA
11909,NA,8940,NA,"383555020",NA
11910,NA,8756,NA,"0501DJ","Outpatient Facility"
11911,NA,8756,NA,"1402AG","Outpatient Facility"
11912,NA,8756,NA,"1401JJ","Outpatient Facility"
11913,NA,8940,NA,"098772359",NA
11914,NA,8940,NA,"361656673",NA
11915,NA,8940,NA,"561331439",NA
11916,NA,8940,NA,"864354966",NA
11917,NA,8940,NA,"910091102",NA
11918,NA,8940,NA,"357923209",NA
11919,NA,8940,NA,"931243556",NA
11920,NA,8940,NA,"337069445",NA
11921,NA,8940,NA,"381361306",NA
11922,NA,8940,NA,"705223456",NA
11923,NA,8940,NA,"151603805",NA
11924,NA,8756,NA,"0700MT","Outpatient Facility"
11925,NA,8940,NA,"593144679",NA
11926,NA,8940,NA,"963497049",NA
11927,NA,8940,NA,"548992657",NA
11928,NA,8940,NA,"948276155",NA
11929,NA,8940,NA,"996329284",NA
11930,NA,8940,NA,"603388560",NA
11931,NA,8940,NA,"811919120",NA
11932,NA,8940,NA,"007978771",NA
11933,NA,8940,NA,"081650065",NA
11934,NA,8940,NA,"508913796",NA
11935,NA,8940,NA,"402981433",NA
11936,NA,8940,NA,"521206937",NA
11937,NA,8940,NA,"551196268",NA
11938,NA,8940,NA,"197812474",NA
11939,NA,8940,NA,"950558143",NA
11940,NA,8940,NA,"202262940",NA
11941,NA,8940,NA,"076993494",NA
11942,NA,8940,NA,"664023969",NA
11943,NA,8940,NA,"657067099",NA
11944,NA,8940,NA,"094958932",NA
11945,NA,8940,NA,"926702130",NA
11946,NA,8940,NA,"993747957",NA
11947,NA,8756,NA,"3700CG","Outpatient Facility"
11948,NA,8940,NA,"032220582",NA
11949,NA,8940,NA,"059407119",NA
11950,NA,8940,NA,"365100947",NA
11951,NA,8940,NA,"532410083",NA
11952,NA,8940,NA,"415733961",NA
11953,NA,8940,NA,"791610787",NA
11954,NA,8940,NA,"248355882",NA
11955,NA,8940,NA,"158297507",NA
11956,NA,8940,NA,"321240423",NA
11957,NA,8940,NA,"536092238",NA
11958,NA,8756,NA,"2800KS","Outpatient Facility"
11959,NA,8940,NA,"037109072",NA
11960,NA,8940,NA,"812815816",NA
11961,NA,8940,NA,"008050302",NA
11962,NA,8940,NA,"393106934",NA
11963,NA,8940,NA,"903358667",NA
11964,NA,8940,NA,"550390771",NA
11965,NA,8940,NA,"107665124",NA
11966,NA,8940,NA,"326987463",NA
11967,NA,8940,NA,"831595338",NA
11968,NA,8940,NA,"081624705",NA
11969,NA,8940,NA,"152789100",NA
11970,NA,8940,NA,"571447367",NA
11971,NA,8940,NA,"011468434",NA
11972,NA,8940,NA,"345830797",NA
11973,NA,8940,NA,"126779307",NA
11974,NA,8940,NA,"479522574",NA
11975,NA,8940,NA,"991521527",NA
11976,NA,8940,NA,"436623912",NA
11977,NA,8940,NA,"683023833",NA
11978,NA,8940,NA,"873559375",NA
11979,NA,8940,NA,"816657276",NA
11980,NA,8940,NA,"568116623",NA
11981,NA,8940,NA,"239300804",NA
11982,NA,8940,NA,"673223223",NA
11983,NA,8940,NA,"322552635",NA
11984,NA,8940,NA,"931395972",NA
11985,NA,8940,NA,"148635186",NA
11986,NA,8940,NA,"910963227",NA
11987,NA,8940,NA,"926947747",NA
11988,NA,8940,NA,"596981992",NA
11989,NA,8940,NA,"630308539",NA
11990,NA,8940,NA,"336631737",NA
11991,NA,8940,NA,"108882105",NA
11992,NA,8940,NA,"620501230",NA
11993,NA,8940,NA,"863111415",NA
11994,NA,8940,NA,"250248143",NA
11995,NA,8940,NA,"597716358",NA
11996,NA,8756,NA,"4200GH","Outpatient Facility"
11997,NA,8756,NA,"4200AR","Outpatient Facility"
11998,NA,8756,NA,"3400YP","Outpatient Facility"
11999,NA,8756,NA,"4201DC","Outpatient Facility"
12000,NA,8940,NA,"221643282",NA
12001,NA,8940,NA,"673854568",NA
12002,NA,8940,NA,"910466858",NA
12003,NA,8940,NA,"433438513",NA
12004,NA,8940,NA,"725072997",NA
12005,NA,8940,NA,"264663767",NA
12006,NA,8940,NA,"608855568",NA
12007,NA,8940,NA,"114866277",NA
12008,NA,8940,NA,"033915584",NA
12009,NA,8940,NA,"558869677",NA
12010,NA,8940,NA,"735008337",NA
12011,NA,8940,NA,"892513664",NA
12012,NA,8940,NA,"783271298",NA
12013,NA,8940,NA,"083632605",NA
12014,NA,8940,NA,"978833505",NA
12015,NA,8940,NA,"681405143",NA
12016,NA,8940,NA,"853277273",NA
12017,NA,8940,NA,"163257161",NA
12018,NA,8940,NA,"483058891",NA
12019,NA,8940,NA,"598436796",NA
12020,NA,8940,NA,"963571729",NA
12021,NA,8940,NA,"452427847",NA
12022,NA,8940,NA,"487413753",NA
12023,NA,8940,NA,"175318811",NA
12024,NA,8940,NA,"573388901",NA
12025,NA,8940,NA,"099542343",NA
12026,NA,8940,NA,"527963150",NA
12027,NA,8940,NA,"426349396",NA
12028,NA,8940,NA,"916254707",NA
12029,NA,8940,NA,"908332383",NA
12030,NA,8940,NA,"742253328",NA
12031,NA,8940,NA,"915417149",NA
12032,NA,8940,NA,"671202385",NA
